Data,Produto,Categoria,Quantidade,Preco,Total_Venda
2023-02-22,Mouse,Acessórios,5,77.99,389.95
2023-05-18,Mouse,Acessórios,4,87.54,350.16
2023-05-13,Teclado,Acessórios,2,175.1,350.2
2023-02-20,Teclado,Acessórios,5,150.01,750.05
2023-01-09,Mesa,Móveis,2,1237.66,2475.32
2023-08-21,Mouse,Acessórios,3,86.26,258.78000000000003
2023-11-18,Mouse,Acessórios,4,89.74,358.96
2023-06-29,Monitor,Eletrônicos,2,1191.03,2382.06
2023-12-29,Mesa,Móveis,5,1499.01,7495.05
2023-04-24,Cadeira,Móveis,4,881.58,3526.32
2023-10-29,Cadeira,Móveis,5,1031.97,5159.85
2023-05-29,Mouse,Acessórios,1,74.84,74.84
2023-10-01,Monitor,Eletrônicos,5,1254.03,6270.15
2023-11-03,Notebook,Eletrônicos,4,3653.92,14615.68
2023-12-29,Mouse,Acessórios,1,81.08,81.08
2023-03-10,Mouse,Acessórios,5,94.89,474.45
2023-07-26,Mouse,Acessórios,4,76.0,304.0
2023-05-24,Cadeira,Móveis,3,1021.67,3065.0099999999998
2023-03-19,Notebook,Eletrônicos,2,3695.27,7390.54
2023-07-07,Mouse,Acessórios,3,72.4,217.20000000000002
2023-05-11,Notebook,Eletrônicos,1,3155.46,3155.46
2023-07-07,Mouse,Acessórios,2,66.61,133.22
2023-01-11,Mouse,Acessórios,4,88.72,354.88
2023-10-28,Mouse,Acessórios,4,95.7,382.8
2023-04-30,Notebook,Eletrônicos,1,3948.13,3948.13
2023-07-09,Mesa,Móveis,5,1500.81,7504.049999999999
2023-05-16,Teclado,Acessórios,5,142.25,711.25
2023-06-24,Notebook,Eletrônicos,2,3451.05,6902.1
2023-11-19,Monitor,Eletrônicos,5,1033.75,5168.75
2023-04-17,Mesa,Móveis,4,1150.84,4603.36
2023-02-09,Mouse,Acessórios,1,76.88,76.88
2023-06-13,Cadeira,Móveis,1,877.82,877.82
2023-01-30,Cadeira,Móveis,4,1059.83,4239.32
2023-12-04,Monitor,Eletrônicos,5,1349.13,6745.650000000001
2023-09-04,Cadeira,Móveis,5,846.57,4232.85
2023-04-11,Notebook,Eletrônicos,5,2944.57,14722.85
2023-01-05,Cadeira,Móveis,4,769.03,3076.12
2023-01-27,Cadeira,Móveis,5,760.16,3800.7999999999997
2023-10-04,Mesa,Móveis,3,1343.36,4030.08
2023-08-15,Mesa,Móveis,1,1526.03,1526.03
2023-09-16,Teclado,Acessórios,5,164.39,821.9499999999999
2023-10-22,Monitor,Eletrônicos,5,1409.61,7048.049999999999
2023-12-23,Mesa,Móveis,5,1069.67,5348.35
2023-08-27,Mouse,Acessórios,1,92.51,92.51
2023-10-13,Mesa,Móveis,1,1098.64,1098.64
2023-06-06,Mesa,Móveis,4,1417.51,5670.04
2023-11-09,Cadeira,Móveis,5,944.17,4720.849999999999
2023-04-08,Cadeira,Móveis,5,872.31,4361.549999999999
2023-01-23,Mesa,Móveis,5,1158.81,5794.049999999999
2023-06-18,Mouse,Acessórios,5,71.75,358.75
2023-06-01,Teclado,Acessórios,4,137.61,550.44
2023-03-26,Mesa,Móveis,5,1503.11,7515.549999999999
2023-08-02,Notebook,Eletrônicos,3,4030.92,12092.76
2023-11-21,Notebook,Eletrônicos,4,2882.48,11529.92
2023-03-12,Cadeira,Móveis,3,990.87,2972.61
2023-01-06,Monitor,Eletrônicos,3,1377.14,4131.42
2023-06-22,Monitor,Eletrônicos,3,1012.03,3036.09
2023-06-13,Notebook,Eletrônicos,1,3619.54,3619.54
2023-07-29,Monitor,Eletrônicos,5,1239.96,6199.8
2023-11-01,Mouse,Acessórios,4,76.07,304.28
2023-03-19,Mouse,Acessórios,1,69.21,69.21
2023-10-07,Teclado,Acessórios,3,140.86,422.58000000000004
2023-09-12,Monitor,Eletrônicos,5,1279.13,6395.650000000001
2023-05-13,Notebook,Eletrônicos,4,3486.03,13944.12
2023-07-09,Teclado,Acessórios,2,141.52,283.04
2023-07-20,Monitor,Eletrônicos,3,1074.73,3224.19
2023-09-10,Teclado,Acessórios,3,174.22,522.66
2023-05-27,Mouse,Acessórios,1,92.6,92.6
2023-07-01,Mesa,Móveis,5,1353.58,6767.9
2023-05-15,Notebook,Eletrônicos,1,3880.77,3880.77
2023-02-20,Cadeira,Móveis,5,1021.98,5109.9
2023-03-10,Mesa,Móveis,1,1088.27,1088.27
2023-10-26,Cadeira,Móveis,5,752.74,3763.7
2023-04-30,Mouse,Acessórios,1,75.49,75.49
2023-02-11,Mesa,Móveis,1,1407.89,1407.89
2023-07-05,Teclado,Acessórios,2,173.88,347.76
2023-02-13,Notebook,Eletrônicos,4,4076.6,16306.4
2023-06-28,Notebook,Eletrônicos,3,3663.61,10990.83
2023-07-16,Cadeira,Móveis,4,757.66,3030.64
2023-10-28,Cadeira,Móveis,3,907.04,2721.12
2023-06-09,Mouse,Acessórios,3,84.22,252.66
2023-12-25,Cadeira,Móveis,4,867.65,3470.6
2023-12-27,Mouse,Acessórios,2,67.13,134.26
2023-01-20,Cadeira,Móveis,2,963.43,1926.86
2023-04-22,Cadeira,Móveis,4,960.4,3841.6
2023-01-13,Monitor,Eletrônicos,4,1032.43,4129.72
2023-02-24,Monitor,Eletrônicos,1,1291.66,1291.66
2023-06-08,Monitor,Eletrônicos,4,1019.06,4076.24
2023-02-20,Cadeira,Móveis,2,1001.87,2003.74
2023-02-13,Mesa,Móveis,4,1331.17,5324.68
2023-12-30,Teclado,Acessórios,5,172.4,862.0
2023-11-12,Cadeira,Móveis,1,926.99,926.99
2023-04-14,Notebook,Eletrônicos,5,3169.04,15845.2
2023-03-06,Cadeira,Móveis,3,923.4,2770.2
2023-07-10,Monitor,Eletrônicos,5,1187.15,5935.75
2023-09-11,Cadeira,Móveis,1,778.86,778.86
2023-05-22,Notebook,Eletrônicos,3,3856.34,11569.02
2023-07-04,Cadeira,Móveis,5,768.63,3843.15
2023-01-04,Cadeira,Móveis,5,860.84,4304.2
2023-05-09,Cadeira,Móveis,5,764.92,3824.6
2023-06-20,Cadeira,Móveis,2,964.97,1929.94
2023-10-06,Cadeira,Móveis,3,825.0,2475.0
2023-05-07,Teclado,Acessórios,3,136.47,409.40999999999997
2023-04-26,Cadeira,Móveis,1,1041.36,1041.36
2023-05-26,Mesa,Móveis,1,1088.23,1088.23
2023-12-13,Monitor,Eletrônicos,5,1072.11,5360.549999999999
2023-10-28,Mesa,Móveis,3,1277.0,3831.0
2023-09-23,Cadeira,Móveis,5,821.63,4108.15
2023-02-12,Monitor,Eletrônicos,4,1203.08,4812.32
2023-08-15,Mesa,Móveis,1,1416.13,1416.13
2023-10-28,Cadeira,Móveis,2,741.95,1483.9
2023-03-27,Mesa,Móveis,3,1097.24,3291.7200000000003
2023-08-30,Mesa,Móveis,5,1150.2,5751.0
2023-01-18,Cadeira,Móveis,3,806.73,2420.19
2023-09-02,Cadeira,Móveis,2,974.81,1949.62
2023-10-14,Cadeira,Móveis,4,843.49,3373.96
2023-10-08,Cadeira,Móveis,4,872.06,3488.24
2023-01-02,Cadeira,Móveis,1,1079.91,1079.91
2023-01-27,Mesa,Móveis,4,1081.93,4327.72
2023-12-23,Monitor,Eletrônicos,1,1315.73,1315.73
2023-10-15,Monitor,Eletrônicos,2,1078.15,2156.3
2023-04-11,Teclado,Acessórios,2,133.63,267.26
2023-06-07,Teclado,Acessórios,4,130.08,520.32
2023-12-20,Teclado,Acessórios,2,169.71,339.42
2023-07-01,Teclado,Acessórios,4,179.62,718.48
2023-07-04,Teclado,Acessórios,4,146.42,585.68
2023-05-07,Mesa,Móveis,1,1493.33,1493.33
2023-11-18,Teclado,Acessórios,2,143.54,287.08
2023-11-13,Mesa,Móveis,1,1277.89,1277.89
2023-05-01,Mouse,Acessórios,5,87.79,438.95000000000005
2023-01-27,Monitor,Eletrônicos,5,1149.1,5745.5
2023-12-16,Cadeira,Móveis,4,1065.53,4262.12
2023-05-07,Mouse,Acessórios,1,81.72,81.72
2023-01-01,Notebook,Eletrônicos,1,3334.28,3334.28
2023-08-15,Notebook,Eletrônicos,3,3320.19,9960.57
2023-05-25,Notebook,Eletrônicos,1,4051.77,4051.77
2023-01-05,Mouse,Acessórios,5,85.87,429.35
2023-02-07,Monitor,Eletrônicos,2,1071.0,2142.0
2023-03-05,Notebook,Eletrônicos,3,3686.18,11058.539999999999
2023-11-07,Teclado,Acessórios,4,134.44,537.76
2023-07-27,Mesa,Móveis,2,1556.55,3113.1
2023-06-05,Notebook,Eletrônicos,5,2848.83,14244.15
2023-12-28,Cadeira,Móveis,4,1051.93,4207.72
2023-05-04,Cadeira,Móveis,2,818.58,1637.16
2023-08-22,Mesa,Móveis,3,1425.57,4276.71
2023-12-30,Cadeira,Móveis,1,883.26,883.26
2023-07-10,Teclado,Acessórios,4,174.78,699.12
2023-09-08,Notebook,Eletrônicos,1,4011.02,4011.02
2023-05-08,Mesa,Móveis,1,1250.17,1250.17
2023-08-13,Cadeira,Móveis,3,950.63,2851.89
2023-05-18,Cadeira,Móveis,5,826.95,4134.75
2023-05-16,Monitor,Eletrônicos,3,1220.44,3661.32
2023-03-20,Monitor,Eletrônicos,3,1031.88,3095.6400000000003
2023-12-02,Notebook,Eletrônicos,5,3479.51,17397.550000000003
2023-12-24,Teclado,Acessórios,2,174.74,349.48
2023-01-06,Mouse,Acessórios,2,86.96,173.92
2023-03-03,Teclado,Acessórios,3,159.2,477.59999999999997
2023-10-22,Monitor,Eletrônicos,3,978.81,2936.43
2023-01-22,Mesa,Móveis,5,1053.98,5269.9
2023-10-21,Mesa,Móveis,1,1451.39,1451.39
2023-05-29,Cadeira,Móveis,4,987.24,3948.96
2023-06-12,Mesa,Móveis,1,1239.15,1239.15
2023-09-22,Monitor,Eletrônicos,4,1055.95,4223.8
2023-02-14,Notebook,Eletrônicos,3,3854.95,11564.849999999999
2023-08-13,Cadeira,Móveis,3,836.26,2508.7799999999997
2023-07-02,Monitor,Eletrônicos,4,1283.98,5135.92
2023-11-10,Notebook,Eletrônicos,5,3666.28,18331.4
2023-09-20,Monitor,Eletrônicos,2,1435.16,2870.32
2023-01-06,Mouse,Acessórios,4,89.59,358.36
2023-01-29,Mesa,Móveis,2,1333.79,2667.58
2023-10-13,Mouse,Acessórios,3,87.7,263.1
2023-06-12,Notebook,Eletrônicos,2,3951.05,7902.1
2023-02-10,Cadeira,Móveis,3,737.83,2213.4900000000002
2023-03-17,Cadeira,Móveis,1,801.4,801.4
2023-11-09,Notebook,Eletrônicos,1,3195.96,3195.96
2023-06-15,Monitor,Eletrônicos,4,1107.87,4431.48
2023-11-23,Mesa,Móveis,5,1064.4,5322.0
2023-05-04,Monitor,Eletrônicos,3,1235.35,3706.0499999999997
2023-05-19,Mesa,Móveis,3,1176.15,3528.4500000000003
2023-10-26,Notebook,Eletrônicos,4,3242.25,12969.0
2023-04-21,Teclado,Acessórios,4,179.39,717.56
2023-08-22,Mesa,Móveis,5,1123.7,5618.5
2023-08-19,Mouse,Acessórios,1,93.74,93.74
2023-03-25,Cadeira,Móveis,1,773.89,773.89
2023-10-10,Mesa,Móveis,1,1312.38,1312.38
2023-07-24,Mouse,Acessórios,4,66.85,267.4
2023-12-01,Monitor,Eletrônicos,5,1209.95,6049.75
2023-12-04,Notebook,Eletrônicos,2,4174.39,8348.78
2023-12-07,Monitor,Eletrônicos,3,1402.7,4208.1
2023-07-08,Cadeira,Móveis,3,967.45,2902.3500000000004
2023-06-11,Monitor,Eletrônicos,2,1246.47,2492.94
2023-01-02,Teclado,Acessórios,1,170.58,170.58
2023-12-20,Mesa,Móveis,5,1209.75,6048.75
2023-04-30,Teclado,Acessórios,4,160.93,643.72
2023-06-24,Mouse,Acessórios,2,83.39,166.78
2023-07-11,Monitor,Eletrônicos,5,1247.17,6235.85
2023-05-20,Mesa,Móveis,3,1436.32,4308.96
2023-04-27,Monitor,Eletrônicos,4,1297.12,5188.48
2023-08-07,Mesa,Móveis,3,1352.83,4058.49
2023-06-13,Mouse,Acessórios,2,88.12,176.24
2023-06-19,Notebook,Eletrônicos,5,3661.54,18307.7
2023-10-05,Notebook,Eletrônicos,1,3758.6,3758.6
2023-01-17,Mouse,Acessórios,1,85.46,85.46
2023-06-07,Notebook,Eletrônicos,4,3925.62,15702.48
2023-05-19,Mouse,Acessórios,2,73.25,146.5
2023-12-14,Mesa,Móveis,2,1304.99,2609.98
2023-07-24,Monitor,Eletrônicos,1,1201.21,1201.21
2023-02-09,Mouse,Acessórios,2,75.87,151.74
2023-06-26,Notebook,Eletrônicos,4,3256.25,13025.0
2023-06-10,Mesa,Móveis,4,1197.81,4791.24
2023-02-03,Mesa,Móveis,3,1265.41,3796.2300000000005
2023-03-09,Notebook,Eletrônicos,4,3654.11,14616.44
2023-12-17,Mesa,Móveis,4,1110.68,4442.72
2023-02-21,Mesa,Móveis,1,1316.77,1316.77
2023-07-12,Cadeira,Móveis,5,786.6,3933.0
2023-11-29,Notebook,Eletrônicos,1,3154.25,3154.25
2023-07-04,Cadeira,Móveis,3,1030.12,3090.3599999999997
2023-06-17,Cadeira,Móveis,1,907.98,907.98
2023-10-06,Mesa,Móveis,5,1139.48,5697.4
2023-10-07,Mesa,Móveis,3,1493.05,4479.15
2023-12-30,Notebook,Eletrônicos,4,4105.75,16423.0
2023-10-27,Monitor,Eletrônicos,1,1350.84,1350.84
2023-09-07,Cadeira,Móveis,5,773.07,3865.3500000000004
2023-11-09,Mesa,Móveis,5,1393.82,6969.099999999999
2023-12-07,Teclado,Acessórios,4,138.2,552.8
2023-03-18,Cadeira,Móveis,1,881.88,881.88
2023-09-23,Cadeira,Móveis,1,1014.34,1014.34
2023-03-15,Notebook,Eletrônicos,4,4065.9,16263.6
2023-01-30,Teclado,Acessórios,4,178.79,715.16
2023-06-04,Mouse,Acessórios,1,69.2,69.2
2023-08-01,Cadeira,Móveis,2,1059.94,2119.88
2023-01-20,Notebook,Eletrônicos,1,3329.73,3329.73
2023-02-27,Mesa,Móveis,1,1342.59,1342.59
2023-05-21,Monitor,Eletrônicos,2,1231.28,2462.56
2023-10-28,Notebook,Eletrônicos,4,2908.87,11635.48
2023-04-23,Mesa,Móveis,4,1383.46,5533.84
2023-09-20,Notebook,Eletrônicos,2,3694.82,7389.64
2023-05-14,Notebook,Eletrônicos,3,4175.52,12526.560000000001
2023-09-13,Mesa,Móveis,3,1246.74,3740.2200000000003
2023-06-26,Mesa,Móveis,2,1173.16,2346.32
2023-02-22,Teclado,Acessórios,2,168.75,337.5
2023-07-27,Monitor,Eletrônicos,4,995.61,3982.44
2023-06-22,Cadeira,Móveis,3,1025.39,3076.17
2023-05-31,Teclado,Acessórios,4,153.93,615.72
2023-06-29,Monitor,Eletrônicos,1,978.0,978.0
2023-04-28,Cadeira,Móveis,2,741.0,1482.0
2023-12-29,Teclado,Acessórios,5,159.4,797.0
2023-05-15,Monitor,Eletrônicos,2,1233.39,2466.78
2023-12-25,Teclado,Acessórios,2,144.84,289.68
2023-04-23,Mouse,Acessórios,2,74.38,148.76
2023-03-02,Monitor,Eletrônicos,5,1352.26,6761.3
2023-10-06,Cadeira,Móveis,1,991.14,991.14
2023-10-02,Monitor,Eletrônicos,5,1337.19,6685.950000000001
2023-10-19,Cadeira,Móveis,1,867.0,867.0
2023-10-12,Mouse,Acessórios,1,89.79,89.79
2023-01-16,Teclado,Acessórios,3,164.21,492.63
2023-12-20,Teclado,Acessórios,4,175.82,703.28
2023-12-14,Teclado,Acessórios,3,132.82,398.46
2023-04-15,Cadeira,Móveis,3,1057.47,3172.41
2023-11-04,Teclado,Acessórios,5,172.97,864.85
2023-10-24,Teclado,Acessórios,1,126.78,126.78
2023-11-08,Mouse,Acessórios,1,77.03,77.03
2023-05-12,Mouse,Acessórios,1,70.4,70.4
2023-06-29,Monitor,Eletrônicos,5,963.78,4818.9
2023-03-29,Cadeira,Móveis,1,875.0,875.0
2023-05-31,Cadeira,Móveis,2,822.72,1645.44
2023-11-15,Teclado,Acessórios,4,137.85,551.4
2023-10-20,Monitor,Eletrônicos,1,1437.28,1437.28
2023-11-04,Teclado,Acessórios,4,169.84,679.36
2023-12-09,Mesa,Móveis,1,1455.01,1455.01
2023-12-04,Teclado,Acessórios,1,139.8,139.8
2023-05-28,Mesa,Móveis,4,1381.51,5526.04
2023-11-02,Notebook,Eletrônicos,2,3664.27,7328.54
2023-06-04,Monitor,Eletrônicos,2,1116.66,2233.32
2023-11-20,Mouse,Acessórios,5,72.7,363.5
2023-08-25,Mouse,Acessórios,3,72.64,217.92000000000002
2023-10-08,Mesa,Móveis,5,1331.66,6658.3
2023-12-05,Monitor,Eletrônicos,5,1308.68,6543.400000000001
2023-01-14,Teclado,Acessórios,2,121.99,243.98
2023-07-07,Cadeira,Móveis,4,722.56,2890.24
2023-06-09,Cadeira,Móveis,1,1054.22,1054.22
2023-02-06,Notebook,Eletrônicos,3,2841.78,8525.34
2023-02-01,Teclado,Acessórios,1,172.9,172.9
2023-08-27,Notebook,Eletrônicos,5,3143.28,15716.400000000001
2023-07-08,Teclado,Acessórios,1,125.21,125.21
2023-01-23,Notebook,Eletrônicos,2,3359.68,6719.36
2023-12-18,Teclado,Acessórios,2,154.32,308.64
2023-11-02,Teclado,Acessórios,4,137.45,549.8
2023-12-26,Cadeira,Móveis,5,765.11,3825.55
2023-07-11,Mesa,Móveis,2,1449.31,2898.62
2023-03-10,Mouse,Acessórios,2,85.14,170.28
2023-12-15,Mouse,Acessórios,3,76.61,229.82999999999998
2023-08-27,Cadeira,Móveis,3,759.35,2278.05
2023-06-25,Teclado,Acessórios,4,126.04,504.16
2023-07-11,Mouse,Acessórios,5,78.86,394.3
2023-09-06,Cadeira,Móveis,2,779.53,1559.06
2023-10-12,Monitor,Eletrônicos,2,1173.55,2347.1
2023-06-10,Cadeira,Móveis,5,1006.89,5034.45
2023-01-30,Mesa,Móveis,3,1178.28,3534.84
2023-10-25,Monitor,Eletrônicos,4,966.1,3864.4
2023-05-04,Monitor,Eletrônicos,2,1251.02,2502.04
2023-10-15,Monitor,Eletrônicos,3,1417.06,4251.18
2023-04-13,Teclado,Acessórios,3,141.9,425.70000000000005
2023-03-17,Mouse,Acessórios,2,65.33,130.66
2023-11-12,Mouse,Acessórios,5,64.24,321.2
2023-03-13,Mesa,Móveis,3,1534.93,4604.79
2023-11-18,Mouse,Acessórios,4,81.77,327.08
2023-11-23,Teclado,Acessórios,1,163.12,163.12
2023-07-06,Teclado,Acessórios,3,155.58,466.74
2023-11-23,Mouse,Acessórios,4,75.97,303.88
2023-08-01,Teclado,Acessórios,3,129.66,388.98
2023-05-06,Monitor,Eletrônicos,3,1055.54,3166.62
2023-09-22,Mouse,Acessórios,2,95.98,191.96
2023-10-20,Cadeira,Móveis,1,859.32,859.32
2023-04-15,Cadeira,Móveis,1,1046.53,1046.53
2023-11-27,Cadeira,Móveis,1,1062.78,1062.78
2023-12-11,Mouse,Acessórios,3,95.77,287.31
2023-08-25,Mouse,Acessórios,5,84.47,422.35
2023-09-23,Cadeira,Móveis,2,882.63,1765.26
2023-06-02,Teclado,Acessórios,3,152.85,458.54999999999995
2023-08-14,Cadeira,Móveis,3,1037.22,3111.66
2023-01-24,Notebook,Eletrônicos,3,2918.43,8755.289999999999
2023-12-15,Teclado,Acessórios,1,144.84,144.84
2023-08-09,Mesa,Móveis,5,1254.85,6274.25
2023-08-28,Cadeira,Móveis,2,880.92,1761.84
2023-01-31,Monitor,Eletrônicos,2,1207.29,2414.58
2023-06-08,Mesa,Móveis,4,1390.21,5560.84
2023-08-07,Cadeira,Móveis,5,830.56,4152.799999999999
2023-05-26,Mesa,Móveis,4,1505.83,6023.32
2023-01-08,Monitor,Eletrônicos,4,1251.66,5006.64
2023-01-23,Mesa,Móveis,3,1352.39,4057.17
2023-07-26,Teclado,Acessórios,5,131.02,655.1
2023-12-11,Cadeira,Móveis,5,1051.03,5255.15
2023-08-12,Monitor,Eletrônicos,3,981.83,2945.4900000000002
2023-11-17,Cadeira,Móveis,1,947.33,947.33
2023-06-11,Notebook,Eletrônicos,3,3513.02,10539.06
2023-09-17,Teclado,Acessórios,3,159.89,479.66999999999996
2023-07-12,Mesa,Móveis,2,1212.36,2424.72
2023-09-29,Mesa,Móveis,1,1140.17,1140.17
2023-11-08,Monitor,Eletrônicos,2,1380.97,2761.94
2023-04-25,Cadeira,Móveis,2,926.04,1852.08
2023-01-03,Mouse,Acessórios,2,82.83,165.66
2023-07-19,Teclado,Acessórios,4,148.93,595.72
2023-08-22,Cadeira,Móveis,5,955.13,4775.65
2023-08-01,Teclado,Acessórios,1,124.12,124.12
2023-08-25,Notebook,Eletrônicos,5,2830.0,14150.0
2023-09-21,Teclado,Acessórios,5,127.11,635.55
2023-05-15,Monitor,Eletrônicos,4,1255.67,5022.68
2023-01-28,Mesa,Móveis,4,1130.17,4520.68
2023-12-12,Mouse,Acessórios,4,84.26,337.04
2023-11-25,Mouse,Acessórios,5,81.75,408.75
2023-10-21,Teclado,Acessórios,5,166.71,833.5500000000001
2023-11-04,Monitor,Eletrônicos,5,1432.72,7163.6
2023-05-06,Notebook,Eletrônicos,4,3741.53,14966.12
2023-12-29,Teclado,Acessórios,1,142.89,142.89
2023-02-13,Notebook,Eletrônicos,2,3237.35,6474.7
2023-07-18,Mesa,Móveis,4,1094.75,4379.0
2023-09-03,Mouse,Acessórios,4,94.81,379.24
2023-02-16,Mesa,Móveis,2,1522.86,3045.72
2023-08-01,Cadeira,Móveis,3,869.5,2608.5
2023-01-04,Notebook,Eletrônicos,3,3162.84,9488.52
2023-08-23,Mouse,Acessórios,2,80.58,161.16
2023-01-10,Mouse,Acessórios,2,67.08,134.16
2023-09-24,Notebook,Eletrônicos,1,4079.9,4079.9
2023-04-03,Notebook,Eletrônicos,1,2832.5,2832.5
2023-05-16,Mouse,Acessórios,4,87.51,350.04
2023-01-31,Cadeira,Móveis,4,896.87,3587.48
2023-06-18,Cadeira,Móveis,4,1015.81,4063.24
2023-07-08,Mesa,Móveis,2,1105.88,2211.76
2023-10-20,Notebook,Eletrônicos,4,3927.3,15709.2
2023-03-13,Notebook,Eletrônicos,3,3680.87,11042.61
2023-12-04,Mouse,Acessórios,5,90.89,454.45
2023-03-31,Mouse,Acessórios,2,67.53,135.06
2023-03-03,Monitor,Eletrônicos,3,1281.79,3845.37
2023-03-31,Teclado,Acessórios,2,171.83,343.66
2023-03-08,Mesa,Móveis,5,1138.12,5690.599999999999
2023-01-07,Cadeira,Móveis,2,881.69,1763.38
2023-07-28,Teclado,Acessórios,3,162.5,487.5
2023-01-04,Notebook,Eletrônicos,3,3006.69,9020.07
2023-06-07,Teclado,Acessórios,3,124.77,374.31
2023-12-26,Mouse,Acessórios,5,90.15,450.75
2023-08-27,Mouse,Acessórios,4,80.41,321.64
2023-03-19,Teclado,Acessórios,5,130.47,652.35
2023-04-17,Mouse,Acessórios,2,92.14,184.28
2023-11-01,Cadeira,Móveis,5,811.55,4057.75
2023-10-22,Mouse,Acessórios,5,73.0,365.0
2023-07-15,Mesa,Móveis,4,1436.94,5747.76
2023-12-12,Monitor,Eletrônicos,4,1304.45,5217.8
2023-05-28,Monitor,Eletrônicos,5,1253.4,6267.0
2023-02-12,Teclado,Acessórios,4,121.22,484.88
2023-06-04,Teclado,Acessórios,3,155.74,467.22
2023-06-16,Teclado,Acessórios,3,141.95,425.84999999999997
2023-07-10,Mouse,Acessórios,2,87.8,175.6
2023-11-16,Mesa,Móveis,5,1309.17,6545.85
2023-10-30,Mesa,Móveis,1,1151.27,1151.27
2023-03-23,Notebook,Eletrônicos,4,4097.28,16389.12
2023-09-09,Mesa,Móveis,5,1212.39,6061.950000000001
2023-12-03,Cadeira,Móveis,2,871.5,1743.0
2023-01-26,Mesa,Móveis,2,1333.63,2667.26
2023-04-28,Teclado,Acessórios,4,143.22,572.88
2023-11-15,Monitor,Eletrônicos,4,1261.49,5045.96
2023-08-17,Mouse,Acessórios,5,72.41,362.04999999999995
2023-08-02,Mouse,Acessórios,2,86.6,173.2
2023-12-14,Notebook,Eletrônicos,1,3558.22,3558.22
2023-12-19,Teclado,Acessórios,1,178.56,178.56
2023-12-08,Cadeira,Móveis,4,954.64,3818.56
2023-07-15,Notebook,Eletrônicos,3,3752.48,11257.44
2023-01-30,Mouse,Acessórios,5,80.98,404.90000000000003
2023-03-19,Mesa,Móveis,3,1189.33,3567.99
2023-08-13,Mesa,Móveis,5,1195.81,5979.049999999999
2023-05-05,Cadeira,Móveis,4,925.22,3700.88
2023-09-10,Mouse,Acessórios,3,70.52,211.56
2023-06-23,Cadeira,Móveis,5,884.88,4424.4
2023-10-24,Mesa,Móveis,4,1295.26,5181.04
2023-09-18,Monitor,Eletrônicos,2,1111.75,2223.5
2023-06-05,Mouse,Acessórios,2,89.65,179.3
2023-08-17,Monitor,Eletrônicos,5,1098.82,5494.099999999999
2023-10-03,Monitor,Eletrônicos,4,1085.3,4341.2
2023-01-05,Monitor,Eletrônicos,1,1305.54,1305.54
2023-10-06,Notebook,Eletrônicos,5,3985.12,19925.6
2023-11-28,Mesa,Móveis,1,1262.01,1262.01
2023-06-15,Notebook,Eletrônicos,1,3201.17,3201.17
2023-10-14,Mesa,Móveis,2,1073.19,2146.38
2023-12-02,Teclado,Acessórios,4,137.87,551.48
2023-08-06,Monitor,Eletrônicos,1,1415.24,1415.24
2023-12-22,Mouse,Acessórios,5,66.03,330.15
2023-03-16,Mesa,Móveis,1,1420.64,1420.64
2023-01-14,Mouse,Acessórios,3,85.28,255.84
2023-11-16,Cadeira,Móveis,2,810.63,1621.26
2023-07-31,Notebook,Eletrônicos,3,3009.49,9028.47
2023-06-06,Notebook,Eletrônicos,2,3575.57,7151.14
2023-11-20,Notebook,Eletrônicos,3,3980.02,11940.06
2023-07-11,Notebook,Eletrônicos,2,4145.06,8290.12
2023-08-30,Mesa,Móveis,4,1254.08,5016.32
2023-08-16,Cadeira,Móveis,5,777.54,3887.7
2023-07-28,Mesa,Móveis,1,1403.41,1403.41
2023-11-08,Teclado,Acessórios,3,176.37,529.11
2023-07-29,Notebook,Eletrônicos,5,3310.2,16551.0
2023-01-27,Teclado,Acessórios,4,141.36,565.44
2023-08-06,Mesa,Móveis,4,1223.2,4892.8
2023-08-21,Monitor,Eletrônicos,5,1420.4,7102.0
2023-03-22,Teclado,Acessórios,2,125.53,251.06
2023-01-14,Cadeira,Móveis,3,799.51,2398.5299999999997
2023-03-11,Monitor,Eletrônicos,1,1397.2,1397.2
2023-12-20,Notebook,Eletrônicos,2,3738.39,7476.78
2023-08-20,Mesa,Móveis,4,1427.15,5708.6
2023-11-14,Notebook,Eletrônicos,1,3881.3,3881.3
2023-10-22,Monitor,Eletrônicos,1,1133.89,1133.89
2023-01-08,Notebook,Eletrônicos,3,3429.63,10288.89
2023-03-04,Teclado,Acessórios,5,123.11,615.55
2023-08-30,Notebook,Eletrônicos,1,3614.21,3614.21
2023-06-29,Notebook,Eletrônicos,3,3302.2,9906.599999999999
2023-04-26,Teclado,Acessórios,2,148.83,297.66
2023-10-30,Mouse,Acessórios,3,64.34,193.02
2023-10-03,Cadeira,Móveis,2,764.4,1528.8
2023-05-27,Cadeira,Móveis,3,902.82,2708.46
2023-06-15,Teclado,Acessórios,5,143.54,717.6999999999999
2023-11-06,Monitor,Eletrônicos,3,1358.94,4076.82
2023-03-08,Mouse,Acessórios,5,89.2,446.0
2023-06-08,Mesa,Móveis,2,1212.1,2424.2
2023-07-09,Mesa,Móveis,2,1323.79,2647.58
2023-07-20,Notebook,Eletrônicos,5,3043.18,15215.9
2023-08-19,Monitor,Eletrônicos,3,1399.57,4198.71
2023-11-14,Mesa,Móveis,1,1508.23,1508.23
2023-05-04,Teclado,Acessórios,4,156.5,626.0
